Longitude,Latitude,Community,School,SchoolDistrict,Year,In_Cohort,Graduates,GraduationRate,K8Enrollment,HSEnrollment,TotalEnrollmentK12,Is_HighSchool,TotalTeacherCount,StudentTeacherRatio
-160.317622343,61.544999153,Upper Kalskag,Joseph S. & Olinga Gregory Elementary,Kuspuk School District,2013,,,,43,0,43,No,4,11.5
-147.723885515,64.8607416070001,Farmers Loop,Joy Elementary,Fairbanks North Star Borough School District,2013,,,,423,0,423,No,31,15.8
-162.585830837,66.9016856330001,Kotzebue,June Nelson Elementary,Northwest Arctic Borough School District,2013,,,,342,0,342,No,23,14.9
-134.427840252,58.3039216550001,Juneau,Juneau Community Charter School,Juneau School District,2013,,,,105,0,105,No,8,18.4
-134.429724872,58.305305376,Thane,Juneau-Douglas High School,Juneau School District,2013,,,,0,680,680,Yes,43,17.2
-151.074093501,59.7946704760001,Kachemak Selo,Kachemak Selo School,Kenai Peninsula Borough School District,2013,,,,47,17,64,Yes,11,9.2
-133.947172158,56.977245843,Kake,Kake Elementary & High School,Kake City School District,2013,,,,75,30,105,Yes,14,9.2
-163.009168494,69.7431215710001,Point Lay,Kali School,North Slope Borough School District,2013,,,,54,17,71,Yes,11,6.6
-151.142544,60.487762515,Kalifornsky,Kalifornsky Beach Elementary,Kenai Peninsula Borough School District,2013,,,,378,0,378,No,27,14.6
-158.723753052,64.3246685710001,Kaltag,Kaltag School,Yukon-Koyukuk School District,2013,,,,21,4,25,Yes,5,6.5
-154.436862212,57.562558165,Karluk,Karluk School,Kodiak Island Borough School District,2013,,,,9,3,12,Yes,2,6
-149.808212527,61.158346276,Anchorage,Kasuun Elementary,Anchorage School District,2013,,,,436,0,436,No,30,15.7
-135.350490583,57.0643556900001,Sitka,Keet Gooshi Heen Elementary,Sitka School District,2013,,,,376,0,376,No,30,12.6
-151.253824626,60.5539022410001,Soldotna,Kenai Alternative High School,Kenai Peninsula Borough School District,2013,,,,0,71,71,Yes,9,12.7
-151.213033101,60.5613139930001,Kenai,Kenai Central High School,Kenai Peninsula Borough School District,2013,,,,0,534,534,Yes,40,15.9
-151.206223696,60.5628576060001,Kenai,Kenai Middle School,Kenai Peninsula Borough School District,2013,,,,378,0,378,No,26,15.9
-145.007698909,61.726578756,Tonsina,Kenny Lake School,Copper River School District,2013,,,,80,25,105,Yes,9,11.7
-161.435797149,60.8122040480001,Kwethluk,Ket'acik/Aapalluk Memorial School,Lower Kuskokwim School District,2013,,,,201,38,239,Yes,20,14.5
-131.640136976,55.3474823760001,Ward Cove,Ketchikan Charter School,Ketchikan Gateway Borough School District,2013,,,,187,0,187,No,11,17.2
-131.677967669,55.3535714290001,Pennock Island,Ketchikan High School,Ketchikan Gateway Borough School District,2013,,,,0,572,572,Yes,37,15
-131.685257464,55.354891036,Ketchikan,Ketchikan Regional Youth Facility,Ketchikan Gateway Borough School District,2013,,,,0,1,1,Yes,1,1
-160.437291751,66.9717351510001,Kiana,Kiana School,Northwest Arctic Borough School District,2013,,,,74,32,106,Yes,12,11.7
-156.756972119,71.300272168,Utqiagvik,Kiita Learning Community,North Slope Borough School District,2013,,,,0,36,36,Yes,6,8.5
-149.970500611,61.1573734950001,Anchorage,Kincaid Elementary,Anchorage School District,2013,,,,523,0,523,No,37,15.7
-162.316071525,55.060694052,King Cove,King Cove School,Aleutians East Borough School District,2013,,,,63,33,96,Yes,12,8
-149.909463335,61.1127902270001,Anchorage,Klatt Elementary,Anchorage School District,2013,,,,385,0,385,No,26,16.5
-133.099070861,55.5535059970001,Klawock,Klawock City School,Klawock City School District,2013,,,,81,46,127,Yes,16,8.9
-135.895897028,59.4004381290001,Klukwan,Klukwan School,Chatham School District,2013,,,,12,4,16,Yes,2,8.1
-149.613858775,61.5407046930001,Point MacKenzie,Knik Elementary School,Matanuska-Susitna Borough School District,2013,,,,407,0,407,No,22,22.7
-156.88192979,66.908037892,Kobuk,Kobuk School,Northwest Arctic Borough School District,2013,,,,31,10,41,Yes,6,9.2
-152.394541316,57.7931542170001,Womens Bay,Kodiak High School,Kodiak Island Borough School District,2013,,,,0,755,755,Yes,48,17.4
-152.391531807,57.793245256,Womens Bay,Kodiak Middle School,Kodiak Island Borough School District,2013,,,,492,0,492,No,34,15.1
-154.749185256,59.4400077710001,Kokhanok,Kokhanok School,Lake and Peninsula Borough School District,2013,,,,15,9,24,Yes,4,6.7
-157.285506579,59.7268040500001,Koliganek,Koliganek School,Southwest Region School District,2013,,,,41,16,57,Yes,6,9.6
-163.554853436,63.0315940410001,Kotlik,Kotlik School,Lower Yukon School District,2013,,,,126,55,181,Yes,13,13.9
-162.583234459,66.901837157,Kotzebue,Kotzebue Middle/High School,Northwest Arctic Borough School District,2013,,,,157,156,313,Yes,28,11.7
-161.157204945,64.9320461400001,Koyuk,Koyuk-Malimiut School,Bering Strait School District,2013,,,,75,22,97,Yes,13,8.4
-161.897225216,59.751584177,Quinhagak,Kuinerrarmiut Elitnaurviat,Lower Kuskokwim School District,2013,,,,174,38,212,Yes,20,15
-161.770558516,60.8021066650001,Bethel,Kuskokwim Learning Academy,Lower Kuskokwim School District,2013,,,,0,63,63,Yes,4,15.6
-163.157618071,59.8770977670001,Kwigillingok,Kwigillingok School,Lower Kuskokwim School District,2013,,,,85,25,110,Yes,8,15.6
-147.666817074,64.848320389,Fairbanks,Ladd Elementary,Fairbanks North Star Borough School District,2013,,,,485,0,485,No,29,19
-149.952293742,61.1853117250001,Anchorage,Lake Hood Elementary,Anchorage School District,2013,,,,333,0,333,No,24,15.7
-149.837299468,61.190932839,Anchorage,Lake Otis Elementary,Anchorage School District,2013,,,,414,0,414,No,29,16.3
-156.668766701,58.693502901,King Salmon,Lakeview Home School,Lake and Peninsula Borough School District,2013,,,,9,3,12,Yes,1,240
-153.980578384,57.5374511370001,Larsen Bay,Larsen Bay School,Kodiak Island Borough School District,2013,,,,9,3,12,Yes,2,11.7
-149.384669139,61.6102991290001,Wasilla,Larson Elementary,Matanuska-Susitna Borough School District,2013,,,,380,0,380,No,19,22.2
-147.732246499,64.835882456,Goldstream,Lathrop High School,Fairbanks North Star Borough School District,2013,,,,0,1113,1113,Yes,71,16.3
-156.857499646,59.112463206,Levelock,Levelock School,Lake and Peninsula Borough School District,2013,,,,13,7,20,Yes,5,6.1
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,Lower Kuskokwim School District,2013,,,,114,39,153,Yes,10,15.2
-152.392141961,57.795130402,Kodiak,Main Elementary,Kodiak Island Borough School District,2013,,,,237,0,237,No,20,14.1
-159.053125932,58.982806312,Manokotak,Manokotak School,Southwest Region School District,2013,,,,74,44,118,Yes,13,10.1
-151.232329378,60.5668812980001,Kenai,Marathon School,Kenai Peninsula Borough School District,2013,,,,0,3,3,Yes,1,3.5
-162.087027965,61.8791419090001,Marshall,Marshall School,Lower Yukon School District,2013,,,,108,32,140,Yes,10,13.5
-163.035085906,64.542829931,Golovin,Martin L. Olson School,Bering Strait School District,2013,,,,38,12,50,Yes,9,6.8
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,Matanuska-Susitna Borough School District,2013,,,,0,436,436,Yes,32,18.2
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,Matanuska-Susitna Borough School District,2013,,,,917,562,1479,Yes,11,257.8
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,Matanuska-Susitna Borough School District,2013,,,,17,48,65,Yes,5,16.8
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,Matanuska-Susitna Borough School District,2013,,,,1,13,14,Yes,1,13
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,Tanana City School District,2013,,,,38,10,48,Yes,4,12.4
-155.596089598,62.9534149510001,McGrath,McGrath School,Iditarod Area School District,2013,,,,35,13,48,Yes,5,9.6
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,Anchorage School District,2013,,,,3,85,88,Yes,15,5.9
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,Kenai Peninsula Borough School District,2013,,,,138,0,138,No,12,12.6
-164.535479056,67.7258295,Kivalina,McQueen School,Northwest Arctic Borough School District,2013,,,,95,24,119,Yes,9,13.2
-157.418524832,70.481187559,Atqasuk,Meade River School,North Slope Borough School District,2013,,,,45,16,61,Yes,10,6.1
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,Matanuska-Susitna Borough School District,2013,,,,392,0,392,No,21,19.8
-149.931623907,61.129566772,Anchorage,Mears Middle School,Anchorage School District,2013,,,,857,0,857,No,54,16.3
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,Juneau School District,2013,,,,358,0,358,No,28,14.5
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,Alaska Gateway School District,2013,,,,28,2,30,Yes,3,11
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,Yukon-Koyukuk School District,2013,,,,23,2,25,Yes,5,5.3
-158.661292206,56.9241282570001,Port Heiden,Meshik School,Lake and Peninsula Borough School District,2013,,,,14,11,25,Yes,4,6.5
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,Annette Island School District,2013,,,,0,83,83,Yes,14,9.7
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,Matanuska-Susitna Borough School District,2013,,,,167,0,167,No,7,27.5
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,Lower Kuskokwim School District,2013,,,,254,0,254,No,19,13.6
-149.348286405,65.1521498100001,Minto,Minto School,Yukon-Koyukuk School District,2013,,,,31,11,42,Yes,6,7
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,Anchorage School District,2013,,,,703,0,703,No,39,19
-132.956130905,56.8151753670001,Petersburg,Mitkof Middle School,Petersburg Borough School District,2013,,,,100,0,100,No,16,11.2
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,Kenai Peninsula Borough School District,2013,,,,17,0,17,No,3,8.1
-136.031596004,59.446238689,Haines,Mosquito Lake Elementary,Haines Borough School District,2013,,,,10,0,10,No,1,10
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,Anchorage School District,2013,,,,335,0,335,No,28,12.4
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,Cordova City School District,2013,,,,170,0,170,No,15,13.1
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,Mt. Edgecumbe High School,2013,,,,0,400,400,Yes,26,17.6
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,Anchorage School District,2013,,,,271,0,271,No,15,18.6
-151.176784625,60.56544789,Kenai,Mt. View Elementary,Kenai Peninsula Borough School District,2013,,,,452,0,452,No,33,14
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,Anchorage School District,2013,,,,413,0,413,No,29,14.1
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,Bristol Bay Borough School District,2013,,,,66,0,66,No,10,8
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,Kenai Peninsula Borough School District,2013,,,,60,20,80,Yes,12,10.3
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,Northwest Arctic Borough School District,2013,,,,124,46,170,Yes,14,14.3
-133.202697287,55.868971408,Naukati Bay,Naukati School,Southeast Island School District,2013,,,,13,6,19,Yes,6,7.6
-164.722054852,60.4769735460001,Nightmute,Negtemiut Elitnaurviat School,Lower Kuskokwim School District,2013,,,,72,18,90,Yes,11,11.9
-165.108956073,60.533103248,Toksook Bay,Nelson Island Area School,Lower Kuskokwim School District,2013,,,,136,65,201,Yes,17,13.9
-149.088293029,64.5618628190001,Nenana,Nenana City School,Nenana City School District,2013,,,,74,133,207,Yes,19,12.7
-145.713479461,64.0441921170001,Delta Junction,New Horizons High School,Delta/Greely School District,2013,,,,0,15,15,Yes,1,15
-154.906095878,59.7547015200001,Newhalen,Newhalen School,Lake and Peninsula Borough School District,2013,,,,40,20,60,Yes,7,8.5
-149.743038328,61.208417538,Anchorage,Nicholas J. Begich Middle School,Anchorage School District,2013,,,,1039,0,1039,No,65,16.2
-151.296237014,60.735735612,Salamatof,Nikiski Middle/Senior High School,Kenai Peninsula Borough School District,2013,,,,169,230,399,Yes,39,13.4
-151.293777534,60.660156031,Nikiski,Nikiski North Star Elementary,Kenai Peninsula Borough School District,2013,,,,343,0,343,No,27,13.3
-151.61313679,59.8113271440001,Nikolaevsk,Nikolaevsk School,Kenai Peninsula Borough School District,2013,,,,50,22,72,Yes,13,11.2
-151.675123384,60.04305356,Ninilchik,Ninilchik School,Kenai Peninsula Borough School District,2013,,,,97,50,147,Yes,17,11.3
-165.383668614,64.497587283,Nome,Nome Elementary,Nome School District,2013,,,,381,0,381,No,31,12.8
-165.386141611,64.496351594,Nome,Nome Youth Facility,Nome School District,2013,,,,1,7,8,Yes,1,9.1
-165.405088735,64.5423392430001,Nome,Nome-Beltz Jr/Sr High,(Not Available),2013,,,,87,159,246,Yes,(Not Available),(Not Available)
-154.856985677,59.966843032,Nondalton,Nondalton School,Lake and Peninsula Borough School District,2013,,,,31,8,39,Yes,5,7.7
-147.692754975,64.8469044560001,Fairbanks,Nordale Elementary,Fairbanks North Star Borough School District,2013,,,,349,0,349,No,26,16.2
-147.349404649,64.752034166,North Pole,North Pole Elementary,Fairbanks North Star Borough School District,2013,,,,438,0,438,No,27,18.3
-147.369240531,64.746408563,North Pole,North Pole High School,Fairbanks North Star Borough School District,2013,,,,0,733,733,Yes,42,17.5
-147.342700408,64.7468307520001,North Pole,North Pole Middle School,Fairbanks North Star Borough School District,2013,,,,681,0,681,No,39,17.6
-149.835703339,61.1655222860001,Anchorage,Northern Lights ABC K-8 School,Anchorage School District,2013,,,,613,0,613,No,30,20.3
-149.92523066,61.1764339700001,Anchorage,Northwood ABC,Anchorage School District,2013,,,,330,0,330,No,29,13.7
-150.994302625,70.2196389530001,Nuiqsut,Nuiqsut Trapper School,North Slope Borough School District,2013,,,,63,18,81,Yes,12,7
-149.776062485,61.2033240760001,Anchorage,Nunaka Valley Elementary,Anchorage School District,2013,,,,244,0,244,No,18,14.7
-151.738646316,68.1398231890001,Anaktuvuk Pass,Nunamiut School,North Slope Borough School District,2013,,,,58,23,81,Yes,11,7.6
-166.189113044,60.386421543,Mekoryuk,Nuniwarmiut School,Lower Kuskokwim School District,2013,,,,27,6,33,Yes,10,8.6
-149.877140821,61.1128359960001,Anchorage,Ocean View Elementary,Anchorage School District,2013,,,,411,0,411,No,30,15.2
-153.305943385,57.203522816,Old Harbor,Old Harbor School,Kodiak Island Borough School District,2013,,,,23,14,37,Yes,6,6.9
-149.76837989,61.1201867300001,Anchorage,O'Malley Elementary,Anchorage School District,2013,,,,321,0,321,No,22,15.2
-149.828326855,61.2366296760001,Joint Base Elmendorf-Richardson,Orion Elementary School,Anchorage School District,2013,,,,443,0,443,No,27,17.8
-152.507075054,57.9224670450001,Ouzinkie,Ouzinkie School,Kodiak Island Borough School District,2013,,,,27,16,43,Yes,6,8.6
-133.137700405,55.4764042050001,Craig,PACE Correspondence,Craig City School District,2013,,,,279,39,318,Yes,7,81.4
-135.330398162,57.0514600210001,Sitka,Pacific High School,Sitka School District,2013,,,,0,33,33,Yes,5,8.2
-149.137245816,61.60511734,Palmer,Palmer High School,Matanuska-Susitna Borough School District,2013,,,,0,763,763,Yes,45,23.5
-149.110623738,61.5934414210001,Knik River,Palmer Middle School,Matanuska-Susitna Borough School District,2013,,,,605,0,605,No,35,24.2
-151.506226441,59.6523420660001,Homer,Paul Banks Elementary,Kenai Peninsula Borough School District,2013,,,,170,0,170,No,17,11.5
-165.251389247,60.5861726050001,Tununak,Paul T. Albert Memorial School,Lower Kuskokwim School District,2013,,,,81,37,118,Yes,11,12.4
-147.814689928,64.891304543,Fox,Pearl Creek Elementary,Fairbanks North Star Borough School District,2013,,,,463,0,463,No,28,17.8
-136.221968419,57.9567709660001,Pelican,Pelican School,Pelican City School District,2013,,,,9,8,17,Yes,1,14.8
-159.143388561,55.9115882410001,Perryville,Perryville School,Lake and Peninsula Borough School District,2013,,,,14,11,25,Yes,3,14.6
-132.955196964,56.8149337150001,Petersburg,Petersburg High School,(Not Available),2013,,,,0,159,159,Yes,(Not Available),(Not Available)
-152.389922889,57.796151803,Womens Bay,Peterson Elementary,Kodiak Island Borough School District,2013,,,,221,0,221,No,18,14
-157.573528219,57.5640691200001,Pilot Point,Pilot Point School,Lake and Peninsula Borough School District,2013,,,,9,7,16,Yes,3,7.5
-162.891986295,61.9361528850001,Pilot Station,Pilot Station School,Lower Yukon School District,2013,,,,142,35,177,Yes,13,13.6
-149.242181994,61.602441792,Wasilla,Pioneer Peak Elementary,Matanuska-Susitna Borough School District,2013,,,,352,0,352,No,15,24
-131.821059005,55.4696945170001,Ward Cove,Point Higgins School,Ketchikan Gateway Borough School District,2013,,,,239,0,239,No,16,15
-149.853905633,61.164839429,Anchorage,Polaris K-12 School,Anchorage School District,2013,,,,348,132,480,Yes,31,17.1
-134.646820433,56.249449413,Port Alexander,Port Alexander School,Southeast Island School District,2013,,,,4,9,13,Yes,5,10
-151.831746162,59.351563378,Port Graham,Port Graham School,Kenai Peninsula Borough School District,2013,,,,14,5,19,Yes,3,8.6
-152.878885005,57.869191619,Port Lions,Port Lions School,Kodiak Island Borough School District,2013,,,,18,7,25,Yes,4,7.7
-133.60721522,56.3223540130001,Port Protection,Port Protection School,Southeast Island School District,2013,,,,4,6,10,Yes,4,7.7
-149.765486005,61.2142304290001,Anchorage,Ptarmigan Elementary,Anchorage School District,2013,,,,409,0,409,No,31,13.6
-161.771387176,60.7226473150001,Oscarville,Qugcuun Memorial School,Lower Kuskokwim School District,2013,,,,14,10,24,Yes,6,8
-149.834997725,61.0966455290001,Rabbit Creek,Rabbit Creek Elementary,Anchorage School District,2013,,,,417,0,417,No,28,16
-132.952887582,56.814255223,Petersburg,Rae C. Stedman Elementary,(Not Available),2013,,,,198,0,198,No,(Not Available),(Not Available)
